Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Senegal,,,,,,68992345.24,106286163.4,123725120.6,96221390.01,101726459.1,123815405,136438281.4,167525538.8,200212404.3,255826129.8,316436275.2,296504022,292284149.7,343636100.3,460626503,541045934.9,521560546.2,675836017.6,606080237.7,574037312.7,583100061,597427793.2,805658176.9,890629323.9,868017112.8,1078878610,1065989249,1191844613,1080120176,862928019.4,967901446.8,1075167990,957457166.5,1219474916,1451122285,1345343548,1664064703,1619530047,2098028106,2381521564,2705236495,2622301892,3445154745,4420246698,3293351443,3238280127,3741060137,4348829902,4553032510,5123684950,4591810360,4828941757,6260245838,7547127066,7481241863,8740949155,10643266939,11053397449
Singapore,79870117.09,88134795.87,127792187.3,159119566.6,177118926.3,211582310.2,238271016,271525731.4,351232514.9,469551355,733204408.2,907519926.8,1112105418,1438293333,2323512656,2186302269,2505292456,2332483406,2846027712,3915567282,5356663294,6348122548,7442230321,8260841121,9267912920,7873189255,6794963865,7639570130,8476163343,10376714371,12886581552,15449377713,18514804887,22545863764,24252474040,29752041626,33741221442,38217050827,26995850267,28208449774,33793990205,24791562309,23202708979,16819125427,26334016016,27487544292,33261684988,41735936859,58394365052,53139166820,66326620666,74565828222,86352848586,92209861744,92664377886,78087465677,84366043057,93684450640,93313546809,92690340198,78810840194,97808210001,1.02E+11
Solomon Islands,,,,,,,,,,,,,,,,,,,,,7230420.661,6895233.798,7208287.938,6965253.673,6280839.222,6077932.603,9761699.685,17471245.24,15846211.71,19622877.37,16213330.52,21733124.6,21174140.23,27292119.79,27648159.45,24663084.65,29161399.47,34705952.25,33017355.4,33690621.57,32030303.68,32398728.21,20596339.29,37743421.68,46427774.2,69682449.93,71884223.03,91087297.44,103860177.5,103041056.1,161163095.5,159790421.3,173251510.1,188342174.1,168778537.2,208548940.4,237501720.8,287509542.9,309173027,367472564.4,256896861.7,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,178415344.1,212837821.8,173333815.6,142097124.4,138170083.1,93597328.31,52137276.29,67239433.62,62188433.28,77675733.94,84492255.23,85099898.41,56914297.16,59568458.15,79006306.46,48526218.22,103930704.9,-20612328.07,35726528.52,1960425.673,6974332.011,118159299.2,145951881.8,155183781.3,149169288.9,185641030.1,191305661.9,203110640.6,226783050.9,240477013.3,801484633,1233760866,1059058950,677103960.6,686531166.4,655116075.7,739430793.6,691563936.4,605756064,510878229.2,491645921.3,474506301.7,
El Salvador,,,,,,133240000,154080000,144200000,116520000,137600000,150080000,184960000,179000000,263640000,376920000,416800000,456800000,688800000,815600000,626400000,474400000,489600000,449420800,422695100,437953800,412181300,499789500,489272000,535958900,670153800,665442389.4,811775000,1094835900,1266420700,1563378400,1868632400,1471977200,1541760700,2039804400,1952333600,2082286000,2175736600,2161102300,2440747000,2489782400,2734520000,3212050000,3538450000,3628420000,2473840000,3075560000,3608470000,3787390000,3742730000,3704700000,3754100000,3862770000,4165770000,4780430000,4931290000,4262960000,6067770000,6486530000
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171551629.1,231545824.2,292262493.9,341155059,388280820.9,278208624,412543407.8,
Somalia,17443973.97,18465967.96,19697976.42,20761971.52,22903966.18,27271989.07,29469988.19,32675986.9,34901986.01,37842843.43,37857142.86,39559204.34,56589258.22,72753307.98,125655302.3,160127085,241302631.3,106811594.2,162085639.8,135695538.1,255898030.5,192707709.3,226751398.9,164545286.2,190771337.3,261171754.7,234436372.7,336271018.6,248149875.1,330994228.3,142141904.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300677966,3276219739,3836933173,1716433385,1379402307,630203955,2241884542,3241503269,4473515856,6837799368,6286444484,7060125875,10787682517,13789682988,8425889974,7360268832,9028701792,8345270667,8409872603,7775846416,7408138438,7356470313,8648187133,11472636282,12923620978,12905739808,15777063668,17006030541
Sub-Saharan Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,1.90E+11,1.32E+11,90740314582,72186676062,71538977759,70668693369,71928102923,76127831816,87814227643,83939709171,74432979800,62795688724,69802281170,79368254435,82098264217,84528183996,88012872692,85078847819,89032518393,83514666774,89769817355,1.17E+11,1.48E+11,1.74E+11,2.17E+11,2.41E+11,2.86E+11,2.81E+11,3.05E+11,3.44E+11,3.57E+11,3.85E+11,4.11E+11,3.64E+11,3.19E+11,3.39E+11,3.73E+11,4.17E+11,3.84E+11,4.55E+11,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008525271,1669828254,1502502885,1414521311,844062508.5,2094679322,1116210339,689964291.7,,,,,,,
Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,1.90E+11,1.32E+11,90759904206,72217200237,71581026373,70710292154,71994826497,76202948991,87899018689,84019295168,74529416667,62935198639,69944187949,79538162606,82325271768,84701812022,88245937961,85373948933,89201532903,83798818804,89984511693,1.17E+11,1.48E+11,1.75E+11,2.17E+11,2.41E+11,2.87E+11,2.81E+11,3.05E+11,3.44E+11,3.57E+11,3.86E+11,4.12E+11,3.64E+11,3.20E+11,3.40E+11,3.74E+11,4.17E+11,3.85E+11,4.56E+11,
Small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20179538427,24389877456,26554537739,29410823336,30249617569,26238016338,29906616764,30832851355,35274772659,42551998545,50754194713,63808244515,83791561983,1.07E+11,1.26E+11,1.04E+11,1.08E+11,1.26E+11,1.34E+11,1.35E+11,1.47E+11,1.31E+11,1.48E+11,1.51E+11,1.65E+11,1.66E+11,1.45E+11,1.52E+11,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054780042,1356284153,1565391621,1944990893,1581544999,,,,,,,,,,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3741637887,3941192978,3955485833,3875096041,4023178313,6106840523,9517206591,9651085306,10282749748,8923241020,7912452013,9433312936,10619402832,12003836753,15364060707,18634101044,20148505174,24415844700,28664078390,18329470432,22325108438,25698802647,19612507212,20770784654,22177659968,21893696112,20931672906,22055916753,24785436299,25082780184,21226622745,26246663317,27317567525
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3487266949,2502130435,2569935142,2861140741,3514995349,5437503033,5399798159,5439374250,6022830352,6613241925,5864176711,5568635735,5976905736,7871578156,9910637768,10304690959,11959434199,15884636722,18343472524,11858788846,10780153898,11188569730,8737652470,9482984596,9686467213,8260983631,8249104682,9732474459,11544541268,11204184507,10754798631,13519252795,15242450446
Sweden,5378185378,5758982581,6196004855,6684907567,8013353095,9000614563,9376044808,9854724776,10130994423,11099599369,12777510472,12646331696,14364629935,16831578550,20552517955,26241183879,27480491295,25517967194,24600443739,32487962608,39343124791,31168220041,26984310661,24596089142,26667550837,30571427925,37611558181,47952547312,56836921407,65933102326,77692749869,68914981590,65699364336,40639940934,46763660305,55724246085,60122972775,54899778681,58477950861,59678823235,60215378456,55656737338,59078639585,73372951075,84161591824,87382347280,98393532612,1.22E+11,1.27E+11,91832454451,1.14E+11,1.37E+11,1.25E+11,1.32E+11,1.37E+11,1.23E+11,1.27E+11,1.39E+11,1.44E+11,1.34E+11,1.37E+11,1.64E+11,1.65E+11
Eswatini,6719997.315,10079995.97,14559994.18,18899992.45,24639990.15,20159991.94,20439991.83,17499993.01,15679993.73,17219993.12,25918049.64,27143373.65,31372327.63,44702202.32,63033185.49,53554002.26,60489999.95,81879999.93,163184999.9,175932525.5,220329438.5,177192036.4,162283505.8,182030338.4,141939397.9,94405868.98,89626766.67,86786398.39,162966921.7,166776128.6,168475433.9,180928289.6,253329737.4,245062217.9,246310806.2,272229627.9,272987225.4,295575375.5,301250795,258139632.9,409143477.9,365446283.6,306659385.9,423887947.8,536600687.3,551456288.5,542205588.4,556463433.8,517102108,550697385,642811749.9,621643542.3,577812646.5,561881470.3,557076179.3,508501886.8,489975245.2,564932142.5,618131403.8,609988739.8,488371969.8,667535962.2,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77262569.83,134245810.1,144581005.6,292178770.9,216759776.5,243575419,288268156.4,475418994.4,,,,
Seychelles,,,,,,,,,,,,,,,,,19180784.17,25813176.11,37037214.62,41925576.19,56302538.03,54956884.64,48411168.73,34408661.1,34488579.4,40058327.78,49695549.02,49143528.63,70780752.56,78743127.48,89249521.63,84049061.24,97129073.2,132781486.8,136083646.5,162265062.3,212978027.7,166363302.7,219255164.3,273411642.5,163019231.2,267441494.9,204741145.1,82315260.63,155527581.8,233416181.8,327917066.6,314837375.8,270790432.6,238484107.4,363506592.9,368675780.4,411032703.6,510748777.8,705575937.9,726983214.9,780907642.8,832659132.3,879799968.1,887534961.6,668293217.5,610914938.2,740824488.2
Syrian Arab Republic,117560139.7,136345558.7,181078048.8,149075890.1,157310549.8,137433769.7,165538822,177061911,217252146.7,286952774.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,42564562.83,49361702.21,41744347.8,56226018.63,58779549.93,45995058.89,56924354.44,70425552.66,68294317.11,79491071.49,75517325.25,79750492.74,86354300.99,98570659.64,120553899.9,177486003.6,147698025.5,173179704.8,180803107.3,,,,26380805.08,22749068.88,44396361.51,75438598.13,86845830.5,106214857.3,104308093,115140413.8,117416856,122822457.1,140538527.8,142803097.7,196323988,190752802.9,325490014,300979347.9,295467353.6,210119842.8,323159708.3,688620907.4,1201322210,1429603881,1074040603,1376693026,1648642869,1930295244,2274069503,2808687699,3678261472,3465715933,3846282504,3789238866,4706362740,3116389244,2463029696,2129397447,2345336765,2422921686,2202560504,2235055797,1845770091
East Asia & Pacific (IDA & IBRD countries),28498111819,14285367172,9888992107,14453178168,18599802573,24085119723,29562394588,22622172626,23378913087,26597351718,39371913315,43457576995,46510143043,61163943339,67239153587,79880455764,75017505441,88345976291,89584460948,1.02E+11,1.13E+11,1.17E+11,1.22E+11,1.36E+11,1.46E+11,1.72E+11,1.64E+11,1.56E+11,1.90E+11,2.12E+11,2.25E+11,2.49E+11,2.90E+11,3.36E+11,3.94E+11,4.86E+11,5.49E+11,5.36E+11,4.53E+11,4.73E+11,5.23E+11,5.92E+11,6.63E+11,8.16E+11,9.96E+11,1.13E+12,1.34E+12,1.73E+12,2.30E+12,2.66E+12,3.35E+12,4.13E+12,4.61E+12,5.12E+12,5.47E+12,5.43E+12,5.47E+12,6.05E+12,6.91E+12,7.02E+12,7.13E+12,8.55E+12,
Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06E+11,3.33E+11,3.03E+11,2.56E+11,2.05E+11,2.19E+11,2.15E+11,2.20E+11,1.95E+11,1.62E+11,1.94E+11,1.90E+11,2.11E+11,2.72E+11,3.71E+11,4.69E+11,6.08E+11,8.44E+11,1.06E+12,6.76E+11,8.69E+11,1.13E+12,1.16E+12,1.19E+12,1.11E+12,8.74E+11,8.44E+11,9.71E+11,9.74E+11,9.69E+11,9.46E+11,1.14E+12,1.31E+12
Togo,13050843.11,10193270.67,13468641.02,18366143.27,33465705.98,42030364.13,35412135.97,29268172.98,26659694.08,35389985.67,38349780.01,54111677.2,69436833.08,88384732.4,91813760.89,170778336,154006795.9,267014342.6,434289534.5,435309779.7,327209324.6,231706538.2,177247862.7,159397783.7,109346493.9,128365052.8,202140940.9,223188320.9,224006046.3,226465680.6,437741423.1,277764209.4,269311710.8,93894157.01,149269422.9,213385706.1,278132533.4,246529526.3,264104810.8,212914984,231016085.4,245147914.1,293146873.1,313931596.3,322024930.5,380782433.9,439951886.1,482235063.9,711461020.2,755074272.1,764377300,1121242541,1002931852,1198205315,1294065782,1363272644,1291521681,1171413232,1252299920,1242740503,1577999098,1657751622,1913529155
Thailand,399305562.7,423535655,562116858.2,701872299.6,720576922.4,817884614.6,1149423076,1234855768,1415144229,1628701922,1813990383,1785384614,1772689794,2925979426,3649797537,3981202567,4073950034,5317620230,6761177532,7446519122,9428436651,10340669785,9702342353,12002939441,12319068107,10987342734,11150131491,14086609936,20097907001,25335531318,35292619895,42085104454,44540917010,51112514960,60005084967,72557505573,77849808200,51473944150,22816392046,25553493274,28163480724,27803447523,30545657694,36287402921,44402057998,57592081080,59900559766,67039889135,82247028882,58134927706,86492757538,99347746712,1.11E+11,1.15E+11,97431503651,89712345787,87242989485,1.05E+11,1.28E+11,1.30E+11,1.19E+11,1.45E+11,1.38E+11
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644811004.3,491905809.8,353069833.3,232947208.1,181436336.7,203628392.1,188364089.3,81011438.89,177060777.1,113510588,142105094.7,244517341.3,269334845,451884621.1,916228110.5,1368194769,1237137541,1345454407,1905260456,1776006332,2104137077,2416271173,3696457691,2833489138,2255612012,2893505964,2937546999,2722840422,3116957073,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,839289175.1,1003660805,1073924363,1275815857,1468113065,,1173965670,,,1175601596,947718486,1185453084,972161102.2,1009040749,1120970259,1229720987,1519389829,1576487448,1857381488,2004152564,2355534709,6109072848,9419903860,11716329123,15181409123,16597507368,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),16360741693,17539416644,18873551052,18246692407,21546463077,23716674405,25789850515,25640058717,27943820130,33422219937,36407842312,40091823699,44275437824,59661944660,85448949970,96491463365,1.02E+11,1.14E+11,1.39E+11,1.51E+11,1.82E+11,2.10E+11,1.75E+11,1.26E+11,1.31E+11,1.35E+11,1.35E+11,1.62E+11,1.90E+11,2.17E+11,2.19E+11,2.35E+11,2.64E+11,3.27E+11,3.87E+11,3.59E+11,3.90E+11,4.55E+11,4.72E+11,3.95E+11,4.48E+11,4.21E+11,3.63E+11,3.63E+11,4.45E+11,5.41E+11,6.65E+11,8.34E+11,1.03E+12,8.52E+11,1.13E+12,1.32E+12,1.34E+12,1.37E+12,1.35E+12,1.06E+12,9.73E+11,1.06E+12,1.05E+12,1.01E+12,8.08E+11,1.08E+12,1.22E+12
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123035300,144210500,131022500,109383000,75371700,73044500,55090400,101305900,203134700,355155900,376650800,733142900,696505500,583049600,624349200,587382600,653528000,564623400,558849900,544197000,373802200,523099500,
Middle East & North Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67798024496,67691335858,87132819854,1.05E+11,93635282355,99890054669,1.12E+11,1.14E+11,1.22E+11,1.17E+11,1.42E+11,1.78E+11,1.92E+11,2.28E+11,2.89E+11,3.86E+11,3.70E+11,4.17E+11,4.58E+11,4.85E+11,4.51E+11,4.46E+11,3.78E+11,3.77E+11,4.02E+11,3.69E+11,,,,
Tonga,,,,,,,,,,,,,,,,8969498.625,5907857.754,6895320.47,12266224.1,13921305.61,16007743.11,18399218.57,19379247.39,17861261.26,15379552.44,15846078.64,16456550.8,18108808.29,24709903.44,21742550.66,21001697.79,22127872.9,24298864.23,25057803.47,40375700.65,54844598.32,58006169.33,38028333.99,39486058.98,39066010.45,42030995.36,44418737.69,45712005.85,42808126.93,48117776.35,58849275.99,62112731.76,65224070.22,72746194.04,78085100.37,111169850.8,147426282.4,171599855,106092340.1,97493537.02,107507313.3,101892413,124460563.7,117170611,129996756,118918840.3,103049478.2,
South Asia (IDA & IBRD),7884915902,9030716507,9423890099,11111989195,13333110883,14584817860,10830870675,11925394981,12392712805,13415575672,14798718009,16151035657,16478675645,18429838222,25784067940,23724688034,24810597379,31207116319,37579462872,43626149392,46277792282,61592481058,63275240001,57876801803,62058296434,74899296837,78777153780,86905455223,94161241085,96817024310,1.06E+11,87113056540,1.00E+11,86071970983,1.10E+11,1.32E+11,1.19E+11,1.37E+11,1.36E+11,1.74E+11,1.58E+11,1.82E+11,1.93E+11,2.30E+11,2.99E+11,3.66E+11,4.35E+11,5.89E+11,5.48E+11,6.15E+11,7.66E+11,8.31E+11,8.16E+11,7.50E+11,8.29E+11,8.20E+11,8.71E+11,1.03E+12,1.10E+12,1.07E+12,9.78E+11,1.22E+12,1.31E+12
Sub-Saharan Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,1.90E+11,1.32E+11,90759904206,72217200237,71581026373,70710292154,71994826497,76202948991,87899018689,84019295168,74529416667,62935198639,69944187949,79538162606,82325271768,84701812022,88245937961,85373948933,89201532903,83798818804,89984511693,1.17E+11,1.48E+11,1.75E+11,2.17E+11,2.41E+11,2.87E+11,2.81E+11,3.05E+11,3.44E+11,3.57E+11,3.86E+11,4.12E+11,3.64E+11,3.20E+11,3.40E+11,3.74E+11,4.17E+11,3.85E+11,4.56E+11,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,,276571428.8,263238095.5,273523809.8,278476190.7,289523809.8,304380952.7,362581673.6,508296943.6,581125288.5,914988261.2,1212877033,1382076850,1560606061,1835784588,2115570322,2567300568,2724764377,2580552327,2797132057,2963312595,2536741246,2398778382,2277163501,2090920130,2415516356,3326818182,3397934783,4524139750,4271417778,3852685430,4453737972,4899485485,5074290365,5432654943,5648675420,5561386656,5776692703,5510316046,6403156227,7266432930,6996428847,8061155876,9216001249,11449738599,10554812908,11937930068,12048750968,12346871689,11620130530,11036471468,9952004078,9082726835,8978538289,9802344911,8298740245,5415419443,7126332991,7492091597
Turkiye,754138055.3,798226164.1,953436807.1,1208425721,1216926339,1349557522,1803097345,1969026549,2334070797,2588495576,2551087964,2239910314,3434628975,3978798587,6368885565,8350595771,10421673926,12126261996,9867323757,12964363286,12495054562,12694820935,10942249240,10044483706,9706613480,11102658659,14272842541,22373055353,22842827137,25149325515,36989902152,34304582397,37168199281,48020377567,27855676648,43131662693,44551957822,47679959174,65897234339,54712104024,65057810829,36366873427,50710773945,70181932234,1.02E+11,1.36E+11,1.63E+11,1.95E+11,2.21E+11,1.48E+11,2.08E+11,2.60E+11,2.47E+11,2.84E+11,2.72E+11,2.44E+11,2.44E+11,2.64E+11,2.29E+11,1.92E+11,2.27E+11,2.61E+11,3.18E+11
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112040094,1305331138,1253046259,1069762635,1111902806,1039997892,1080810722,1144873779,2560408545,2314974832,2335016519,2486866397,2557145305,3147961664,4083132598,5040583867,5655295117,7132178138,10482642964,9991258223,10250079850,12038516290,13816264865,17116773010,18813738529,15520611022,16014679841,18138190178,21876062035,24243740604,25599315212,28040872237,30990462100
Uganda,46379454.93,44948637.32,50056603.77,66095387.84,71203354.3,99398011.94,106397871.9,130197395.9,135797283.9,163796723.9,176396471.9,228195435.9,173596538.2,148398070.8,243798118.1,190000000,153000000,177647058.8,200434782.6,140750000,76600000,75000000,198000000,166000000,294307752,307340435.5,331393474.1,609285697.5,702466666.7,587600932.4,546834334.1,503948337.1,455448127.6,490981260.3,585868068.5,714413694.8,1219355425,1139674298,1083014215,1172666368,1206681172,1127337527,1249146324,1386397950,1599464542,2065441501,2108313876,2628449896,3318083404,6688026468,7229557657,7457074662,7147917569,9245527744,8757555311,7727515467,7422277912,7567457914,8010684019,9024193391,9106512387,9757445954,11028355939
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20411280640,25474828243,23825513111,18566517337,12865006817,10101840622,10755464545,8718774206,5530703528,6411489703,8574672847,8875038134,11412442692,14180673059,20084574228,27459603960,41320000000,51528306583,20747017559,25943467084,34618616228,35814785313,31290879520,17884839848,14504251942,20280780551,22378569404,24330478724,22913735584,13989563531,28901030808,20240643603
Upper middle income,71895113518,48094018304,42278566952,48788762206,59990300296,71880502277,82672134800,74067294864,78150726623,91932527083,1.14E+11,1.26E+11,1.37E+11,1.84E+11,2.37E+11,2.78E+11,2.77E+11,3.08E+11,3.40E+11,3.87E+11,4.62E+11,5.11E+11,4.58E+11,4.05E+11,4.27E+11,4.68E+11,4.59E+11,4.99E+11,5.89E+11,6.56E+11,7.51E+11,7.25E+11,7.52E+11,8.24E+11,9.08E+11,9.82E+11,1.06E+12,1.09E+12,9.98E+11,9.35E+11,1.07E+12,1.10E+12,1.13E+12,1.35E+12,1.68E+12,1.98E+12,2.40E+12,3.08E+12,3.98E+12,3.88E+12,5.00E+12,6.17E+12,6.66E+12,7.24E+12,7.45E+12,6.95E+12,6.85E+12,7.60E+12,8.41E+12,8.48E+12,8.41E+12,1.02E+13,
Uruguay,274160383.8,369263231.9,334949316.9,264323002.7,283085633.4,258301524,298747487.2,300107181.1,220828466.2,299596774.2,72580645.16,497983871,375641100.1,1352154084,648438993.7,668654491.2,768599545.8,884053084.6,1115130050,1726463959,1762909893,2363282891,1817078922,727255096.8,588173902.7,538446456.4,657493630.3,1053193706,1204903663,1018282458,1134533530,1694972567,1981289965,2346528775,2773502999,2973328241,3126599235,4037772756,4401298116,3615659115,3299565134,2994362074,1778767032,1831696949,2390791446,3073027555,3841793626,4646766317,7222266908,6418933773,8141560600,10512657625,12427529772,13791403409,13038921059,11366133952,10171249150,10567949638,9746250074,8895371307,8798053600,11816844932,13379003306
United States,,,,,,,,,,,2.30E+11,2.55E+11,2.89E+11,3.33E+11,3.51E+11,3.42E+11,4.13E+11,4.90E+11,5.84E+11,6.60E+11,6.66E+11,7.79E+11,7.38E+11,8.09E+11,1.01E+12,1.05E+12,1.09E+12,1.15E+12,1.20E+12,1.27E+12,1.28E+12,1.24E+12,1.31E+12,1.40E+12,1.55E+12,1.63E+12,1.75E+12,1.92E+12,2.08E+12,2.26E+12,2.43E+12,2.35E+12,2.37E+12,2.49E+12,2.77E+12,3.05E+12,3.25E+12,3.27E+12,3.11E+12,2.57E+12,2.81E+12,2.97E+12,3.24E+12,3.43E+12,3.65E+12,3.86E+12,3.84E+12,4.05E+12,4.35E+12,4.56E+12,4.43E+12,4.92E+12,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5685131195,1919036638,2347701606,3230790259,3208258483,2786641509,3132790008,2920474968,2697062429,2405699206,2053810645,2107966315,2947355769,4006102755,5131673941,6293095261,9466560510,10089177277,13525414035,16072557627,20303771989,20105644594,22603699045,22706974136,22188580742,18088215852,19670037029,25204125368,24062622997,28096338233,30788744129
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",1882890907,1919946267,2119345209,2146780775,2376804598,2356866667,2393422222,2485888889,3257888889,3494422222,4225577778,4706477273,5278295455,6031162791,7583976744,10262000000,13075046512,18206046512,20388953488,18476093023,17688441860,18408581395,21199116279,9586860465,10139757720,11093840000,12260746392,11420055172,16293331034,5350786452,4807086547,9661434228,13868496222,10893864416,8002727946,13565289477,11300903666,23753453169,28004219273,25979241405,28314760037,33830239869,19655250237,12724920882,24512678534,33473972006,49395658593,69892529576,84758053716,85075136622,86390879316,73020027743,1.01E+11,1.01E+11,1.20E+11,,,,,,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5628674807,6929463841,7596655185,7904356346,7925225086,9230155835,10188882978,11648483262,14019332133,16111139337,19455490339,22922550292,30630001319,36175742612,39397756628,54610275123,55870991114,59771116766,64567637072,70710178267,76823255418,81562521178,90892128864,99294552928,1.07E+11,1.11E+11,1.23E+11,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,26215156.49,26927340.52,31943186.96,33929171.8,43323107.17,39683603.7,47706864.76,52631129.34,49238896.85,41343304.64,39948676.19,50882694.04,52947525.22,48335556.17,48200569.6,44974219.22,50900639.16,54168987.48,47339354.84,51315269.58,52975236.48,84819751.32,95262214.42,125423856.5,169859670.5,246580209,246775289.1,248210032.1,221227052.2,180143030.6,207716106.5,187418230.5,240455091.1,184862871.6,245193801.4,245150456.1,228862789.5,426581729.9,523268084.3,497446992.6
World,,,,,,,,,,,8.25E+11,9.05E+11,1.05E+12,1.34E+12,1.56E+12,1.59E+12,1.78E+12,2.03E+12,2.44E+12,2.84E+12,3.13E+12,3.15E+12,2.94E+12,2.91E+12,3.12E+12,3.21E+12,3.79E+12,4.34E+12,5.04E+12,5.35E+12,5.94E+12,6.02E+12,6.30E+12,6.26E+12,6.82E+12,7.63E+12,7.75E+12,7.68E+12,7.57E+12,7.86E+12,8.24E+12,7.92E+12,8.01E+12,9.06E+12,1.05E+13,1.16E+13,1.29E+13,1.47E+13,1.62E+13,1.41E+13,1.63E+13,1.86E+13,1.91E+13,1.98E+13,2.05E+13,1.94E+13,1.95E+13,2.11E+13,2.29E+13,2.33E+13,2.25E+13,2.62E+13,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297427384.6,295553861,299296923.1,284765834.8,291119256.1,307213811.2,288387394.8,294488816.7,289971164.1
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1931956936,1636165602,1770369991,2286617788,1966257286,2020454020,1969935504,1915981197,2240166016,2491198913,2859560888,2730008355,2577998764,3383737433,3279007029
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,1691199324,1703799319,1719199313,2304399079,2675398931,3155598739,3128998750,3852798460,3859798458,4489798206,5364797856,6417633441,5799211193,7983179435,11270432936,12594864534,11386149990,12376299989,12760399989,16142084510,26540966333,29715845184,21319453350,24305717625,20200267411,13356366454,14525400452,16144627626,20654792734,23026086890,22980141942,24114235428,23093503802,20844556757,25284302450,30397283025,27045412525,27533456369,25131877760,23720049426,22854390697,19737257341,19409760093,30847484359,43385753749,48621594042,56184083573,64370367355,67295645847,61884759398,73437855354,86385438120,80731323268,76844888220,70475909114,64603151780,54881566001,63361448182,65427032647,61594962616,41865005422,53623651204,61317771320
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6054845636,7892793219,8098478814,9543455303,9246791227,9096555880,8007419919,10608950523,10167050199,9151427463,5848493140,7034897438,
